sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
665,775943,es,Llanto Maldito,119.624,7/29/2021,3.7,6,['Horror'],"Sara and Ã“scar, a couple going through a marital crisis, decide to spend a week in a remote country cabin with their two children, Alicia and TomÃ¡s. The family tries to have a quiet time, but something strange happens there. There is a woman who prowls through the forest and cries uncontrollably looking for a baby she has just lost. This deeply affects the family who will have to stay together to survive this nightmare.",0,0,
676,74513,fr,Forces spÃ©ciales,89.43,11/2/2011,6.7,397,"['Action', 'Drama', 'War']","Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the worldâ€™s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim â€“ to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them â€“ emotionally, violently and intimately.",3424648,109,Survival. Honor. Sacrifice.
684,800305,pt,O Menino Que Matou Meus Pais,78.527,9/24/2021,6.4,118,"['Crime', 'Drama', 'Thriller']","Based on one of the most shocking and gruesome murder cases in Brazil, the film presents de Suzane von Richthofen's point of view of the events that led to the death of her parents.",0,88,The crime that shocked the country.
686,788929,is,DÃ?riÃ°,70.048,8/12/2021,6.7,102,"['Drama', 'Horror', 'Mystery']","An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",0,106,Mother. Nature.
697,613200,zh,å…¨èÅŒé«˜æ‰‹ä?‹å·…å?°èç£è€€,83.69,8/16/2019,7.2,14,"['Animation', 'Action', 'Adventure', 'Fantasy']","Prequel movie to the animated series The King's Avatar, dealing with Ye Xiu's original entry into the pro gaming world of Glory, and the first Pro League series tournament.",0,98,
709,709629,es,Guerra de Likes,70.438,3/12/2021,7.8,219,['Comedy'],"In order to advance her career in the dynamic world of publicity in Mexico City, Raquel tries to reunite with her high school friend Cecy who has become the queen of social media. But unlike followers, friendships do not come instantly.",0,103,
711,768334,it,A Classic Horror Story,75.424,7/14/2021,6,515,"['Drama', 'Horror', 'Mystery', 'Comedy']","Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",0,95,
721,719923,ko,TXT (íˆ¬ëª¨ë¡œì?°ë°”ìù´íˆ¬ê?Œëç”) 'Eternally',69.673,,8,3,['Drama'],"Eternally is the sixth and final track of the album The Dream Chapter: ETERNITY by South Korean boy group TXT. The corresponding short film for the song was released on June 28th, 2020.",0,19,
746,797394,ru,"?“?°???·?µ?»ÑŒ, ?“Ñ€?µÑ‚?µ?»ÑŒ ?¸ ?ê???µ??Ñ‚ÑÅÑ‚???? ?œ?°???¸?¸",77.918,3/18/2021,7.2,194,"['Animation', 'Comedy', 'Fantasy']","The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",0,104,
747,575088,ru,?¯???°. ????Ñˆ???°Ñ€ Ñ‚Ñ‘?????????? ?»?µÑÅ?°,70.117,2/27/2020,6.1,160,['Horror'],"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",0,96,
759,573699,zh,ç™?è›‡ï??ç?˜èµ·,67.775,1/11/2019,7.8,243,"['Romance', 'Animation', 'Fantasy']","One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",61631776,99,
781,375794,es,No Manches Frida,70.515,9/2/2016,7.8,579,['Comedy'],"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",12421716,100,
798,84354,es,Joven y alocada,66.015,3/29/2012,6.4,96,"['Comedy', 'Drama']","Daniela, raised in the bosom of a strict Evangelical family and recently unmasked as a fornicator by her shocked parents, struggles to find her own path to spiritual harmony.",0,92,God loves ME
800,583833,ru,?Ÿ?°?»ÑŒ???°,64.682,3/18/2021,8.5,91,"['Family', 'Romance']","The film is inspired by an incredible story of a shepherd dog named Palm who was inadvertently left in the airport by her owner. She befriends nine-year old Nicholas whose mother dies leaving him with a father he barely knows - a pilot who finds the dog at the airport. It's a story of amazing adventures, true friendship and unconditional love.",0,110,A True Story Of Unconditional Love
804,865140,es,Chilangolandia,71.487,9/16/2021,3,3,['Comedy'],,0,0,
808,668780,pt,Quem Vai Ficar com MÃ¡rio?,61.676,6/10/2021,5.7,18,['Comedy'],"Mario decides to tell his family the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Vicente ruins his plans.",0,105,
817,200085,ko,ê°êê¸°,58.644,8/14/2013,7.5,907,"['Action', 'Drama', 'Science Fiction']","A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",19775853,122,Death goes viral.
819,51608,ko,ì•„ì €ì”¨,69.125,8/4/2010,7.7,911,"['Action', 'Thriller', 'Crime']","His only friend called him 'the man from nowhere'... Taesik, a former special agent becomes a loner after losing his wife in a miserable accident and lives a bitter life running a pawnshop. He only has a few customers and a friend named Somi, a little girl next door. As Taesik spends more and more time with Somi, he gets attached to her. Then Somi is kidnapped by a gang, and as Taesik tries to save Somi by becoming deeply associated with the gang his mysterious past is revealed...",43059790,119,"Nothing to lose, nothing to compromise."
824,712121,pl,Sweat,71.775,3/12/2021,7,21,"['Drama', 'Thriller']","Three days in the life of fitness motivator Sylwia ZajÄ…c, whose presence on social media has made her a celebrity. Although she has hundreds of thousands of followers, is surrounded by loyal employees and admired by acquaintances, she is looking for true intimacy.",11546,107,"Who needs friends when you have 600,000 followers?"
827,726429,es,Xtremo,71.165,6/4/2021,6.8,165,"['Action', 'Adventure', 'Crime']","Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",0,111,Running away is not an option. Revenge is his only plan.
844,747984,ko,ë¶ˆì–´ëù? ê?€í’çì•„,74.886,4/8/2021,5.5,6,"['Action', 'Comedy']","Since she was a child, Yeon-hee dreamt of becoming an action star. Even though she has an amazing swordsmanship, the reality of reaching her goal is just too hard for her to handle.  One day, she is hired as a stand-in for an action film and goes onto the set, only to be transported to a lawless parallel world where people carry swords and kill each other without any retribution. Almost immediately, she is welcomed to the village as their protector and is respected by the villagers. And to save the villagers as a heroine, she begins to fight the villains back.",0,99,Here she comes to save the world.
863,75948,zh,ç™?è›‡ä? è¯´,62.614,9/27/2011,6.2,169,"['Action', 'Fantasy']",The Sorcerer and the White Snake is an ancient Chinese fable about a woman demon who falls in love with a mortal is brought to life through the latest advances in CGI and action techniques.,0,100,
869,633954,fr,Le guide de la famille parfaite,57.537,7/14/2021,6.6,70,"['Comedy', 'Drama']","A couple in QuÃ©bec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",0,102,
880,20453,hi,3 Idiots,53.676,12/23/2009,8,1709,"['Drama', 'Comedy']","In the tradition of â€œFerris Buellerâ€™s Day Offâ€ù comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside downâ€”along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the schoolâ€™s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",70000000,170,Don't be Stupid. Be an I.D.I.O.T.
935,725649,es,Lavaperros,57.511,10/9/2020,6.4,25,"['Comedy', 'Drama', 'Crime']","When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",0,107,
969,726916,sv,Vinterviken,60.946,9/8/2021,5.6,46,"['Romance', 'Drama']","Elisabeth and John-John live in the same city, but they inhabit different worlds.",0,90,Two worlds. One love.
971,835666,pt,Como Hackear Seu Chefe,51.145,6/4/2021,6.7,34,['Comedy'],"Victor accidentally sends a compromising email to his nagging boss. With the help of his office crush and a clueless friend, he'll try to save his job while having to deal with a rook hacker the porn industry, a children's online game and Smiley, the company mascot.",0,0,
974,776797,zh,å“?æ‚?,57.304,1/22/2021,6.2,8,"['Thriller', 'Horror']","A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact in the most cruel and ghastly things imaginable.",0,99,
