sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
311.00,50546,en,Just Go with It,129.168,2/10/2011,6.6,4418,"['Comedy', 'Romance']","A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives."," $214,945,591.00 ",117,Sometimes a guy's best wingman... is a wingwoman
312.00,533642,en,Child's Play,119.218,6/19/2019,6,1420,['Horror'],"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic."," $44,902,237.00 ",90,More than a toy... he's your best friend.
313.00,284053,en,Thor: Ragnarok,131.502,10/25/2017,7.6,16679,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."," $853,977,126.00 ",131,No Hammer. No Problem.
314.00,72545,en,Journey 2: The Mysterious Island,128.153,1/19/2012,6.1,3290,"['Adventure', 'Action', 'Science Fiction']","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island."," $355,692,760.00 ",94,Believe the Impossible. Discover the Incredible.
316.00,157336,en,Interstellar,116.046,11/5/2014,8.4,26999,"['Adventure', 'Drama', 'Science Fiction']",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.," $701,729,206.00 ",169,Mankind was born on Earth. It was never meant to die here.
317.00,23168,en,The Town,119.717,9/15/2010,7.2,3756,"['Crime', 'Drama', 'Thriller']","Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her É?? but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case."," $154,026,136.00 ",125,Welcome to the bank robbery capital of America.
318.00,534,en,Terminator Salvation,140.259,5/20/2009,6,5115,"['Action', 'Science Fiction', 'Thriller']","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe."," $371,353,001.00 ",115,The End Begins.
320.00,30767,en,Eternal,120.275,9/24/2004,4,16,"['Drama', 'Horror', 'Mystery', 'Thriller']","Detective Raymond Pope is a detective of questionable morals, searching for his missing wife. His investigation leads him to the wealthy estate of the enigmatic Elizabeth Kane and her young maid Irina. Under Elizabeth's fascinating looks and aristocratic manners hides a terrifying secret,shared by her companion Irina. As Detective Pope finds himself perversely drawn to the powerful Elizabeth, bodies begin to surface, his inquiries only deepening the mystery surrounding Elizabeth's past. Pope's obsession grows so intense that he completely fails to anticipate Elizabeth's reaction to his intrusion into her dark world, a fatal mistake that might cost him his life and the lives of those close to him.", $-   ,107,NA
322.00,119450,en,Dawn of the Planet of the Apes,114.003,6/26/2014,7.3,9097,"['Science Fiction', 'Action', 'Drama', 'Thriller']","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes."," $710,644,566.00 ",130,One last chance for peace.
323.00,727745,en,The Kissing Booth 3,131.877,8/11/2021,7.3,1221,"['Romance', 'Comedy']","ItÉ??s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.", $-   ,112,The end of an era. The beginning of everything else.
324.00,560144,en,Skylines,124.425,10/25/2020,5.7,376,"['Science Fiction', 'Action']","When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.", $-   ,113,To save our world she must invade theirs.
325.00,885110,en,Amina,186.998,11/4/2021,6,5,"['War', 'History', 'Drama', 'Adventure']","In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.", $-   ,120,She is Amina and she fears nobody.
326.00,18823,en,Clash of the Titans,134.318,3/31/2010,5.9,5046,"['Adventure', 'Fantasy', 'Action']","Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny."," $493,214,993.00 ",106,Titans will clash.
327.00,481084,en,The Addams Family,116.563,10/10/2019,6.7,1619,"['Family', 'Animation', 'Comedy']","The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration."," $203,044,905.00 ",86,Think your family is weird?
328.00,22803,en,Law Abiding Citizen,138.868,10/15/2009,7.3,3759,"['Drama', 'Crime', 'Thriller']",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.," $126,690,726.00 ",109,The System Must Pay.
329.00,475557,en,Joker,116.462,10/2/2019,8.2,18970,"['Crime', 'Thriller', 'Drama']","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."," $1,074,251,311.00 ",122,Put on a happy face.
330.00,792657,en,Safer at Home,109.528,2/26/2021,5.7,86,"['Thriller', 'Horror']","Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside.", $-   ,82,Isolation is a killer.
331.00,259693,en,The Conjuring 2,101.648,5/13/2016,7.3,6402,"['Horror', 'Mystery', 'Thriller']",Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.," $320,392,818.00 ",134,The next true story from the case files of Ed and Lorraine Warren.
332.00,796428,en,Madres,121.017,10/8/2021,5.9,31,['Horror'],"A Mexican-American couple expecting their first child relocate to a migrant farming community in 1970's California. When the wife begins to experience strange symptoms and terrifying visions, she tries to determine if it's related to a legendary curse or something more nefarious", $-   ,83,Fear grows inside.
333.00,228326,en,The Book of Life,122.104,10/1/2014,7.5,2037,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears."," $97,437,106.00 ",95,NA
334.00,578908,en,Bad Trip,123.69,3/26/2020,6.1,328,['Comedy'],Two pals embark on a road trip full of funny pranks that pull real people into mayhem., $-   ,87,Friendships run deep.
335.00,400535,en,Sicario: Day of the Soldado,112.159,6/27/2018,6.9,2528,"['Action', 'Crime', 'Drama', 'Thriller']",Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.," $75,836,683.00 ",122,No rules this time
336.00,440249,en,After Porn Ends 2,129.369,3/28/2017,5.5,183,['Documentary'],"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.", $-   ,90,WHAT COMES NEXT?
337.00,592656,en,Brothers by Blood,114.855,9/8/2020,6,83,"['Crime', 'Action', 'Drama']","Peter and Michael, raised on the streets of Philadelphia, are the children of Irish mob members, forever linked by the crimes of their fathers. 30 years later, Michael now runs the criminal organization and lusts for more power, his dangerous antics frequently held in check by his cautious cousin Peter. Haunted by the death of his sister, whose passing destroyed both his parents, Peter is caught between the dreams of childhood and the realities of his life as an enforcer. His only reprieve is a local boxing gym, a sanctuary that is quickly threatened as MichaelÉ??s desire for control escalates.", $-   ,105,Loyalty has a price.
338.00,106646,en,The Wolf of Wall Street,127.565,12/25/2013,8,18565,"['Crime', 'Drama', 'Comedy']","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."," $392,000,000.00 ",180,EARN. SPEND. PARTY.
339.00,70981,en,Prometheus,109.482,5/30/2012,6.5,9786,"['Science Fiction', 'Adventure', 'Mystery']","A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race."," $403,170,142.00 ",124,The Search for Our Beginning Could Lead to Our End.
