sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
852,503314,ja,ドラゴンボール超スーパー ブロリー,69.543,12/14/2018,7.8,2089,"['Action', 'Science Fiction', 'Animation']","Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.","$125,002,821.00",101,A new adventure to become the strongest begins.
885,39102,ja,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,62.659,3/19/1991,6.3,360,"['Action', 'Animation', 'Science Fiction']",A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,$0.00,52,
887,575249,ja,Dragon Ball Z: The Real 4-D at 超天下一武道会,65.959,6/30/2017,7.7,10,"['Action', 'Animation', 'Adventure']","Dragon Ball Z: The Real 4-D at Super Tenkaichi Budoka is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.",$0.00,0,Exclusively at Universal Studios Japan
894,176983,ja,ワンピース フィルム ゼット,63.37,12/15/2012,7.5,348,"['Action', 'Adventure', 'Animation']","Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",$0.00,108,
909,287590,ja,聖闘士星矢 LEGEND of SANCTUARY,74.224,6/21/2014,6.4,500,"['Action', 'Animation', 'Fantasy']","Warriors called ""Saints"" are the champions of hope who have always appeared since the Age of Myth whenever evil threatens the world. In this present day story, many years since the long fought ""Holy War"" we find Saori Kido, a girl troubled by her mysterious powers. She is saved by a boy, Seiya ""Bronze Saint"" from a sudden attack by an assassin, through the accident Saori realizes her destiny and mission and decides to go to ""Sanctuary"" with Seiya and his company of Bronze Saints. In Sanctuary they confront ""Pope"" and wage a desperate battle against the greatest Saints, the ""Gold Saints"".","$17,150,803.00",93,
916,282069,ja,寄生獣,54.381,11/29/2014,7.1,162,"['Science Fiction', 'Horror']","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",$0.00,109,
920,413594,ja,劇場版 ソードアート・オンライン -オーディナル・スケール-,64.121,2/18/2017,7.7,469,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Romance', 'Science Fiction']","In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.  Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems...","$20,725,409.00",119,It was just a game...or so I thought
926,189349,ja,炎の中忍試験! ナルトvs木ノ葉丸!!,64.887,7/30/2011,7.5,19,"['Animation', 'Action']",Naruto faces off against his old pupil Konohamaru in a tournament during the chuunin entrance exams.,$0.00,14,
933,609202,ja,Blackfox,67.259,10/5/2019,7.1,17,"['Animation', 'Action', 'Drama', 'Science Fiction']",Rikka is a ninja descendant. Her grandfather Hyoe is the last chief of their ninja clan and her father is a cyborg researcher. Both are killed when a weapons' company raids his lab to use his research. Rikka sets out to avenge their deaths.,$0.00,86,
937,39108,ja,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,64.946,7/15/1995,7.2,465,"['Animation', 'Action', 'Science Fiction']",The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,$0.00,51,
940,461083,ja,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,60.126,8/26/2017,6.6,15,"['Animation', 'Action', 'Fantasy']","After succumbing to an unenviable fate, Kiritsugu Emiya has left Shirou Emiya the duty to save mankind in his place. The world is dying and time is ticking, but when the salvation Shirou seeks is at the cost of his only family left—his younger sister—will he still have the heart to pursue this duty?  Shirou is now pressed with the choice to continue being a hero of justice—or become the very evil his ideal has vowed to vanquish. The orphan is alone once again, yet his body is still made of swords. The Fifth Holy Grail War now begins with his oath under snow.","$1,118,410.00",89,
947,638566,ja,NARUTO to BORUTO The Live 2019,68.98,5/5/2019,6.8,19,['Documentary'],"“NARUTO to BORUTO THE LIVE 2019”, a special event for the 20th anniversary of the first publication of “NARUTO” series in Weekly Shonen Jump!! Featuring live performances by artists performing the theme songs of both “NARUTO” and “BORUTO: NARUTO NEXT GENERATIONS”, anime cast members reading original story episodes, and more.",$0.00,174,
949,476292,ja,さよならの朝に約束の花をかざろう,71.389,2/24/2018,8.4,392,"['Animation', 'Fantasy', 'Romance', 'Drama']","Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.","$4,300,000.00",115,In a world where love is forbidden... they will find love.
966,403310,ja,HK 変態仮面　アブノーマル・クライシス,60.071,5/14/2016,6.3,43,"['Action', 'Comedy']","News about the disappearance of panties is still being covered every day.  Kyosuke (Ryohei Suzuki) still wears Aiko Completo's (Fumika Shimizu) panties to battle evil. Meanwhile, Aiko has mixed emotions and decides to get her panties back. Kyosuke suffers from the loss of Aiko's panties and disappears, but his biggest enemy yet is about to materialise...",$0.00,118,
978,539140,ja,センコロール コネクト,58.525,6/29/2019,7.1,10,"['Animation', 'Science Fiction']","Student Yuki has never seen one of the giant monsters she always hears about on the news and that threaten her city. But when she meets the lethargic Tetsu one day, things change suddenly. Because Tetsu moves around the houses with a creature called Cencoroll, which he can control with mind control and which can transform into a wide variety of objects. But not only Yuki is fascinated by Cencoroll: the boy Shu tries to take Cencoroll from Tetsu with the help of his own telepathy monster, whereupon the four engage in a bitter fight, in which Yuki also intervenes and the entire city is converted into a battle arena.",$0.00,75,
1007,431819,ja,打ち上げ花火、下から見るか？横から見るか？,65.703,8/18/2017,6.5,236,"['Animation', 'Drama', 'Fantasy']","Moshimo, Japan. The annual fireworks festival is about to take place and a group of schoolboys, arguing over whether they are round or flat when viewed from different angles, set out to find it out.","$26,617,621.00",90,If only I could return to that moment
1017,295830,ja,進撃の巨人 ATTACK ON TITAN,63.671,8/1/2015,5.8,512,"['Horror', 'Fantasy', 'Action', 'Science Fiction']","100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",$0.00,98,Shingeki No Kyojin
1024,516052,ja,銀河英雄伝説 Die Neue These 星乱 第一章,60.99,9/27/2019,8.5,11,[],"In humanity's distant future, two interstellar states-the monarchic Galactic Empire and the democratic Free Planets Alliance-are embroiled in a never-ending war. The story focuses on the exploits of rivals Reinhard von Müsel and Yang Wen Li as they rise to power and fame in the Galactic Empire and the Free Planets Alliance.",$0.00,120,
1046,282070,ja,寄生獣 完結編,51.987,4/25/2015,7,109,"['Science Fiction', 'Horror']","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",$0.00,117,
